Minutes Spent,Points,Run,Program Version,Time Started (UTC),Position,User,failedQuiz,What is a /cognitive bias/? (8ivbe6t),gotQuestion1Right,What kind of scenario should you imagine after reading about the cognitive bias and before answering the first question? (u9s211m),gotQuestion2Right,counter,previousRandomNumbers,final,randomNumber,i,bias,"Imagine a scenario in which you're trying to help a friend or loved one to adopt a new positive habit or pattern of behavior, like going to the gym regularly, giving to charity each month, managing anger, meditating every morning, etc. If your friend or loved one was having trouble adopting the new habit or behavior because they were getting tripped up by the {bias[""name""]}, then how would you help them to overcome that bias and adopt the new habit or behavior? Or if you could leverage the {bias[""name""]} to help the person to adopt the new habit or behavior, then how would you do it? Think: ""To help a friend or loved one to overcome the {bias[""name""]} and adopt a new positive habit or pattern of behavior, I would _____."" Or, conversely (or additionally): ""To leverage the {bias[""name""]} to help someone to adopt a new positive habit or pattern of behavior, I would _____."" Please provide as much detail as you can! (If you want, you can read more about the Ten Conditions for change [here|https://www.sparkwave.tech/conditions-for-change/].) (9mlhyy7)",temp1,"The *Ten Conditions for Change* is a framework for helping people to adopt new positive behaviors or habits. The framework basically claims that if people have met all ten conditions, then they will adopt a new behavior. Given the definitions of the Ten Conditions for Change below and the definition of the {bias[""name""]}, which of the Ten Conditions do you think is *most* affected by the {bias[""name""]}? In other words, if a person is trying to adopt a new positive behavior but is failing to do so because they're suffering from the {bias[""name""]}, then which of the Ten Conditions are they likely failing to meet? Or, conversely, if you could ethically leverage the {bias[""name""]} to help someone adopt a new behavior, then which of the Ten Conditions would you most affect by leveraging the bias? (kyn06yu)",temp2,Time Finished (UTC),age,device,gender,education,projectID,startedAt,computerID,assignmentID,yearOfBirth,participantID,educationScore,computerCountry,householdIncome,femaleAs1MaleAs0,householdIncomeScore,householdIncomeEstimate,"Imagine a scenario in which you're trying to help a friend or loved one to adopt a new positive habit or pattern of behavior, like going to the gym regularly, giving to charity each month, managing anger, meditating every morning, etc. If your friend or loved one was having trouble adopting the new habit or behavior because they were getting tripped up by the {bias[""name""]}, then how would you help them to overcome that bias and adopt the new habit or behavior? Or if you could ethically leverage the {bias[""name""]} to help the person to adopt the new habit or behavior, then how would you do it? Think: ""To help a friend or loved one to overcome the {bias[""name""]} and adopt a new positive habit or pattern of behavior, I would _____."" Or, conversely (or additionally): ""To ethically leverage the {bias[""name""]} to help someone to adopt a new positive habit or pattern of behavior, I would _____."" Please provide as much detail as you can! (v01hf16)","The *Ten Conditions for Change* is a framework for helping people to adopt new positive behaviors or habits. The framework basically claims that if people have met all ten conditions, then they will adopt a new behavior. Given the definitions of the Ten Conditions for Change below and the definition of the {bias[""name""]}, which of the Ten Conditions do you think is *most* affected by the {bias[""name""]}? In other words, if a person is trying to adopt a new positive behavior but is failing to do so because they're suffering from the {bias[""name""]}, then which of the Ten Conditions are they likely failing to meet? Or, conversely, if you could ethically leverage the {bias[""name""]} to help someone adopt a new behavior, then which of the Ten Conditions would you most affect by leveraging the bias? (If you want, you can read more about the Ten Conditions for change [here|https://www.sparkwave.tech/conditions-for-change/].) (ldbalya)"
1.03,0,5829853,56,2020-11-13 17:54:34,zphr6g8,,0,yes,yes,yes,yes,1,[2],{},2,1,"{""name"":""Bandwagon Effect"",""content"":""<div class='text' style='font-size: 16.8px;'>The Bandwagon Effect is the tendency to do or believe things because many other people do or believe the same. It is a phenomenon observed primarily within the fields of microeconomics, political science, and behaviorism. <br><br>In Solomon Asch's Conformity Experiments, students who participated in &quot;vision tests&quot; were more likely to answer questions about the length of a line incorrectly if others in the same room (in this case, confederates of Asch) who answered the question first provided incorrect answers. Similarly, if at least one of the confederates gave the correct answer, the students became far more likely to also give the correct answer.</div><br>"",""source"":""http://en.wikipedia.org/wiki/Asch_conformity_experiments"",""groupName"":""BandwagonEffect""}",,,,,,51,desktop,female,completedBachelorsDegree,695e0c0f,2020-11-13 11:53 AM,fa15cae81a46b95bbfca457ff1b3ad20c261eab6,0dbc9c39,1969,7fe6efa0,5,United States,"$40,000 to $59,999",1,3,50000,,
0.60,0,5829855,56,2020-11-13 17:54:51,zphr6g8,,0,yes,yes,yes,yes,1,[0],{},0,1,"{""name"":""Anchoring Bias"",""content"":""<div class='text' style='font-size: 16.8px;'>A person's expectation about one thing is affected by something he/she saw, heard, or thought before. This occurs when people rely too heavily on a specific piece of information to govern their thought-process. <br><br>In one study, an audience was asked to write the last two digits of their social security number and consider whether they would pay this number of dollars for items such as wine, chocolate, and computer equipment, the value of which they did not know. They were then asked to bid for these items. The result was that the audience members with higher two-digit numbers would submit bids that were between 60 percent and 120 percent higher than those with the lower social security numbers. Put simply, the higher the (social security) number in mind, the higher the bid. The social security numbers had become their &quot;anchors&quot;.</div><br>"",""source"":""http://en.wikipedia.org/wiki/Anchoring"",""groupName"":""AnchoringBias""}",,,,,,33,desktop,female,completedMastersDegree,695e0c0f,2020-11-13 11:54 AM,cd233a0617153402b00a6e20f8f3add2d27516fd,7eb6406c,1987,4a8252de,6,United States,"$60,000 to $84,999",1,4,72500,,
0.02,0,5829864,56,2020-11-13 17:58:17,alf1s4o,,0,,,,,,,,,,,,,,,,52,desktop,male,completedAssociateDegreeOnly,695e0c0f,2020-11-13 11:57 AM,35cfb4c84ac491348de36fe99206ed35e7ac2e4b,b98a036d,1968,ea0d0931,4,United States,"$60,000 to $84,999",0,4,72500,,
2.02,0,5829872,56,2020-11-14 00:00:48,zphr6g8,,1,no | yes,yes,no | yes,yes,1,"[0,1]",{},1,2,"{""name"":""Attentional Bias"",""content"":""<div class='text' style='font-size: 16.8px;'>Some information or evidence may hold a disproportionate amount of a person's attention because of that person's environment, and emotionally stimulating events/items within it.<br><br>In studies using the dot-probe paradigm, patients who suffered from chronic ailments such as anxiety were more likely to focus on information or stimuli representing their concerns (in the case of anxiety: worried facial expressions).<br><br> A 'within-subjects' bias occurs when an individual displays greater bias toward one type of information (e.g., painful faces) when compared to different types of information (e.g., neutral faces). Alternatively, a 'between-subjects' bias, occurs when one group of participants displays greater bias than another group of participants (e.g., chronic pain patients showed greater bias towards painful expressions than did healthy control participants).</div><br>"",""source"":""http://en.wikipedia.org/wiki/Attentional_Bias"",""groupName"":""AttentionalBias""}",,,,,,52,desktop,male,completedMastersDegree,695e0c0f,2020-11-13 12:00 PM,5d90bac68ed651f8f9025564a2dae06f56300112,446fa2ef,1968,ba2aed91,6,United States,"$85,000 to $114,999",0,5,100000,,
18.35,0,5829892,56,2020-11-13 18:09:36,e5pk486,,0,yes,yes,yes,yes,4,"[0,1,2]","{""mainQuestion1Response"":""To help a friend or loved one to overcome the Anchoring Bias and adopt a new positive habit or pattern of behavior, I would share the same habit and start doing activities with them."",""mainQuestion2Response"":""3. A person *intends* to adopt the new behavior. Even if a person desires to adopt a new behavior, they're very unlikely to actually do so unless they themselves predict that they will conduct that behavior at specific times, in specific situations, or within a certain time frame."",""mainQuestion3Response"":""To help a friend or loved one to overcome the Attentional Bias and adopt a new positive habit or pattern of behavior, I would explain to them my own story that I had failed at the beginning of the habit but gradually adapted to it. I would encourage them failing at the beginning was no big deal."",""mainQuestion4Response"":""2. A person *desires* to adopt the new behavior. Even if a person has considered adopting a new behavior, they're very unlikely to actually do so unless they desire to adopt it. There are two different types of desire: /intuitive desire/ (a gut-level positive feeling or emotion about engaging in a behavior) and /reflective desire/ (an analytical, reasoned belief that the behavior is worthwhile). To make a behavior likely, it's critical to have at least one of these two forms of desires, but it's best if the person desires the behavior in both the intuitive and reflective senses."",""mainQuestion5Response"":""To help a friend or loved one to overcome the Bandwagon Effect and adopt a new positive habit or pattern of behavior, I would take up the same habit and do the same activities with them until effects can be seen."",""mainQuestion6Response"":""7. A person *knows* how to perform each action. A person is very unlikely to perform a specific action unless they have the information or knowledge needed to perform that action effectively.""}",2,3,"{""name"":""Bandwagon Effect"",""content"":""<div class='text' style='font-size: 16.8px;'>The Bandwagon Effect is the tendency to do or believe things because many other people do or believe the same. It is a phenomenon observed primarily within the fields of microeconomics, political science, and behaviorism. <br><br>In Solomon Asch's Conformity Experiments, students who participated in &quot;vision tests&quot; were more likely to answer questions about the length of a line incorrectly if others in the same room (in this case, confederates of Asch) who answered the question first provided incorrect answers. Similarly, if at least one of the confederates gave the correct answer, the students became far more likely to also give the correct answer.</div><br>"",""source"":""http://en.wikipedia.org/wiki/Asch_conformity_experiments"",""groupName"":""BandwagonEffect""}",,"To help a friend or loved one to overcome the Bandwagon Effect and adopt a new positive habit or pattern of behavior, I would take up the same habit and do the same activities with them until effects can be seen.",,7. A person *knows* how to perform each action. A person is very unlikely to perform a specific action unless they have the information or knowledge needed to perform that action effectively.,2020-11-13 18:27:58,52,desktop,female,completedBachelorsDegree,695e0c0f,2020-11-13 12:09 PM,5daccb98e7e312b3bca9e74a3e3cc413d1b76c77,c6c90e28,1968,3fc21dcd,5,United States,"$60,000 to $84,999",1,4,72500,"To help a friend or loved one to overcome the Anchoring Bias and adopt a new positive habit or pattern of behavior, I would share the same habit and start doing activities with them. | To help a friend or loved one to overcome the Attentional Bias and adopt a new positive habit or pattern of behavior, I would explain to them my own story that I had failed at the beginning of the habit but gradually adapted to it. I would encourage them failing at the beginning was no big deal. | To help a friend or loved one to overcome the Bandwagon Effect and adopt a new positive habit or pattern of behavior, I would take up the same habit and do the same activities with them until effects can be seen.","3. A person *intends* to adopt the new behavior. Even if a person desires to adopt a new behavior, they're very unlikely to actually do so unless they themselves predict that they will conduct that behavior at specific times, in specific situations, or within a certain time frame. | 2. A person *desires* to adopt the new behavior. Even if a person has considered adopting a new behavior, they're very unlikely to actually do so unless they desire to adopt it. There are two different types of desire: /intuitive desire/ (a gut-level positive feeling or emotion about engaging in a behavior) and /reflective desire/ (an analytical, reasoned belief that the behavior is worthwhile). To make a behavior likely, it's critical to have at least one of these two forms of desires, but it's best if the person desires the behavior in both the intuitive and reflective senses. | 7. A person *knows* how to perform each action. A person is very unlikely to perform a specific action unless they have the information or knowledge needed to perform that action effectively."
1.35,0,5829912,56,2020-11-13 18:16:01,zphr6g8,,0,yes,yes,yes,yes,1,[1],{},1,1,"{""name"":""Attentional Bias"",""content"":""<div class='text' style='font-size: 16.8px;'>Some information or evidence may hold a disproportionate amount of a person's attention because of that person's environment, and emotionally stimulating events/items within it.<br><br>In studies using the dot-probe paradigm, patients who suffered from chronic ailments such as anxiety were more likely to focus on information or stimuli representing their concerns (in the case of anxiety: worried facial expressions).<br><br> A 'within-subjects' bias occurs when an individual displays greater bias toward one type of information (e.g., painful faces) when compared to different types of information (e.g., neutral faces). Alternatively, a 'between-subjects' bias, occurs when one group of participants displays greater bias than another group of participants (e.g., chronic pain patients showed greater bias towards painful expressions than did healthy control participants).</div><br>"",""source"":""http://en.wikipedia.org/wiki/Attentional_Bias"",""groupName"":""AttentionalBias""}",,,,,,25,desktop,male,completedOnlyHighSchoolOrTheEquivalent,695e0c0f,2020-11-13 12:15 PM,8792abc308687c18e3f881327c7d949f40b19cd0,72522d59,1995,c8c454c9,2,United States,"$10,000 to $24,999",0,1,17500,,
0.25,0,5829921,56,2020-11-13 18:19:44,no89uwa,,0,,,,,,,,,,,,,,,,38,desktop,male,completedOnlyHighSchoolOrTheEquivalent,695e0c0f,2020-11-13 12:19 PM,78779683a0009807c8a4835c787fce076c5c04e3,30ce6b54,1982,da9edb98,2,United States,"$10,000 to $24,999",0,1,17500,,
0.42,0,5829925,56,2020-11-13 18:24:17,zphr6g8,,0,yes,yes,yes,yes,1,[2],{},2,1,"{""name"":""Bandwagon Effect"",""content"":""<div class='text' style='font-size: 16.8px;'>The Bandwagon Effect is the tendency to do or believe things because many other people do or believe the same. It is a phenomenon observed primarily within the fields of microeconomics, political science, and behaviorism. <br><br>In Solomon Asch's Conformity Experiments, students who participated in &quot;vision tests&quot; were more likely to answer questions about the length of a line incorrectly if others in the same room (in this case, confederates of Asch) who answered the question first provided incorrect answers. Similarly, if at least one of the confederates gave the correct answer, the students became far more likely to also give the correct answer.</div><br>"",""source"":""http://en.wikipedia.org/wiki/Asch_conformity_experiments"",""groupName"":""BandwagonEffect""}",,,,,,30,desktop,male,completedAssociateDegreeOnly,695e0c0f,2020-11-13 12:21 PM,3e8986e11ae86d8322c556fb58e4e65893cc7383,7ce3f892,1990,581b7f4c,4,United States,"$40,000 to $59,999",0,3,50000,,
0.07,0,5829930,56,2020-11-13 18:23:59,alf1s4o,,0,,,,,,,,,,,,,,,,32,smartphone,male,completedBachelorsDegree,695e0c0f,2020-11-13 12:22 PM,e704c52536c74b5eb42fc211fe6d640c8363a5ed,10da884b,1988,87ed5192,5,United States,"$85,000 to $114,999",0,5,100000,,
5.95,0,5829932,56,2020-11-13 18:24:19,zphr6g8,,1,no | yes,yes,yes | yes,yes,1,[2],{},2,1,"{""name"":""Bandwagon Effect"",""content"":""<div class='text' style='font-size: 16.8px;'>The Bandwagon Effect is the tendency to do or believe things because many other people do or believe the same. It is a phenomenon observed primarily within the fields of microeconomics, political science, and behaviorism. <br><br>In Solomon Asch's Conformity Experiments, students who participated in &quot;vision tests&quot; were more likely to answer questions about the length of a line incorrectly if others in the same room (in this case, confederates of Asch) who answered the question first provided incorrect answers. Similarly, if at least one of the confederates gave the correct answer, the students became far more likely to also give the correct answer.</div><br>"",""source"":""http://en.wikipedia.org/wiki/Asch_conformity_experiments"",""groupName"":""BandwagonEffect""}",,,,,,26,desktop,male,completedBachelorsDegree,695e0c0f,2020-11-13 12:23 PM,36728506c8d4f0e0d33d8021d2cf943dc9761872,d6fc31d0,1994,0633ba1c,5,United States,"$25,000 to $39,999",0,2,32500,,
0.68,0,5829940,56,2020-11-13 18:27:00,zphr6g8,,1,no | yes,yes,yes | yes,yes,1,[1],{},1,1,"{""name"":""Attentional Bias"",""content"":""<div class='text' style='font-size: 16.8px;'>Some information or evidence may hold a disproportionate amount of a person's attention because of that person's environment, and emotionally stimulating events/items within it.<br><br>In studies using the dot-probe paradigm, patients who suffered from chronic ailments such as anxiety were more likely to focus on information or stimuli representing their concerns (in the case of anxiety: worried facial expressions).<br><br> A 'within-subjects' bias occurs when an individual displays greater bias toward one type of information (e.g., painful faces) when compared to different types of information (e.g., neutral faces). Alternatively, a 'between-subjects' bias, occurs when one group of participants displays greater bias than another group of participants (e.g., chronic pain patients showed greater bias towards painful expressions than did healthy control participants).</div><br>"",""source"":""http://en.wikipedia.org/wiki/Attentional_Bias"",""groupName"":""AttentionalBias""}",,,,,,39,desktop,female,completedOnlyHighSchoolOrTheEquivalent,695e0c0f,2020-11-13 12:26 PM,cbd3a27e15b57b21abeeea090ade64fd6d89df74,63c12c41,1981,003e91f2,2,United States,"$60,000 to $84,999",1,4,72500,,
0.58,0,5829949,56,2020-11-13 18:30:41,zphr6g8,,0,yes,yes,yes,yes,1,[0],{},0,1,"{""name"":""Anchoring Bias"",""content"":""<div class='text' style='font-size: 16.8px;'>A person's expectation about one thing is affected by something he/she saw, heard, or thought before. This occurs when people rely too heavily on a specific piece of information to govern their thought-process. <br><br>In one study, an audience was asked to write the last two digits of their social security number and consider whether they would pay this number of dollars for items such as wine, chocolate, and computer equipment, the value of which they did not know. They were then asked to bid for these items. The result was that the audience members with higher two-digit numbers would submit bids that were between 60 percent and 120 percent higher than those with the lower social security numbers. Put simply, the higher the (social security) number in mind, the higher the bid. The social security numbers had become their &quot;anchors&quot;.</div><br>"",""source"":""http://en.wikipedia.org/wiki/Anchoring"",""groupName"":""AnchoringBias""}",,,,,,26,desktop,male,completedBachelorsDegree,695e0c0f,2020-11-13 12:29 PM,0df931019b6996967257a7b11424b544fa405510,353f1e6e,1994,a9889c31,5,United States,"$25,000 to $39,999",0,2,32500,,
11.05,0,5829970,56,2020-11-13 18:35:55,e5pk486,,0,yes,yes,yes,yes,3,"[1,2,0]","{""mainQuestion1Response"":""I would show them the methods to be consciously aware of the way they think and the effects it has on others and even themselves in hopes they are able to get back into things."",""mainQuestion2Response"":""5. A person *believes* (1) that the relevant actions have a significant connection to the adoption of the new behavior and (2) that they themselves are able to perform the actions. A person is very unlikely to attempt a specific action if they don't think that attempting it will help them to achieve the desired outcome."",""mainQuestion3Response"":""I would show them that the bandwagon effect has everyone doing things not in their best interest and if they want to get in shape or start working out more on their own, they need to understand that they want to be the one that sticks out of the pack."",""mainQuestion4Response"":""6. A person *chooses* to perform the relevant actions instead of performing other actions. Even if a person remembers to perform an action, they're very unlikely to perform that action unless they choose it over the other actions or opportunities that are available to them at the same time.""}",0,3,"{""name"":""Anchoring Bias"",""content"":""<div class='text' style='font-size: 16.8px;'>A person's expectation about one thing is affected by something he/she saw, heard, or thought before. This occurs when people rely too heavily on a specific piece of information to govern their thought-process. <br><br>In one study, an audience was asked to write the last two digits of their social security number and consider whether they would pay this number of dollars for items such as wine, chocolate, and computer equipment, the value of which they did not know. They were then asked to bid for these items. The result was that the audience members with higher two-digit numbers would submit bids that were between 60 percent and 120 percent higher than those with the lower social security numbers. Put simply, the higher the (social security) number in mind, the higher the bid. The social security numbers had become their &quot;anchors&quot;.</div><br>"",""source"":""http://en.wikipedia.org/wiki/Anchoring"",""groupName"":""AnchoringBias""}",,"I would show them that the bandwagon effect has everyone doing things not in their best interest and if they want to get in shape or start working out more on their own, they need to understand that they want to be the one that sticks out of the pack.",,"6. A person *chooses* to perform the relevant actions instead of performing other actions. Even if a person remembers to perform an action, they're very unlikely to perform that action unless they choose it over the other actions or opportunities that are available to them at the same time.",,25,desktop,,completedOnlyHighSchoolOrTheEquivalent,695e0c0f,2020-11-13 12:33 PM,7cdd7608efe067cbd7efc527b707a01f5d5d5a2e,93879a70,1995,d5a482ea,2,United States,"$40,000 to $59,999",,3,50000,"I would show them the methods to be consciously aware of the way they think and the effects it has on others and even themselves in hopes they are able to get back into things. | I would show them that the bandwagon effect has everyone doing things not in their best interest and if they want to get in shape or start working out more on their own, they need to understand that they want to be the one that sticks out of the pack.","5. A person *believes* (1) that the relevant actions have a significant connection to the adoption of the new behavior and (2) that they themselves are able to perform the actions. A person is very unlikely to attempt a specific action if they don't think that attempting it will help them to achieve the desired outcome. | 6. A person *chooses* to perform the relevant actions instead of performing other actions. Even if a person remembers to perform an action, they're very unlikely to perform that action unless they choose it over the other actions or opportunities that are available to them at the same time."
0.70,0,5829992,56,2020-11-13 18:42:06,no89uwa,,0,,,,,,,,,,,,,,,,65,desktop,male,completedOnlyHighSchoolOrTheEquivalent,695e0c0f,2020-11-13 12:41 PM,91ae28dd18a448496b9c5d723186f368588e7392,e049c3b3,1955,d17ab7b7,2,United States,"$60,000 to $84,999",0,4,72500,,
2.77,0,5830007,56,2020-11-13 18:45:19,zphr6g8,,0,yes,yes,yes,yes,1,[1],{},1,1,"{""name"":""Attentional Bias"",""content"":""<div class='text' style='font-size: 16.8px;'>Some information or evidence may hold a disproportionate amount of a person's attention because of that person's environment, and emotionally stimulating events/items within it.<br><br>In studies using the dot-probe paradigm, patients who suffered from chronic ailments such as anxiety were more likely to focus on information or stimuli representing their concerns (in the case of anxiety: worried facial expressions).<br><br> A 'within-subjects' bias occurs when an individual displays greater bias toward one type of information (e.g., painful faces) when compared to different types of information (e.g., neutral faces). Alternatively, a 'between-subjects' bias, occurs when one group of participants displays greater bias than another group of participants (e.g., chronic pain patients showed greater bias towards painful expressions than did healthy control participants).</div><br>"",""source"":""http://en.wikipedia.org/wiki/Attentional_Bias"",""groupName"":""AttentionalBias""}",,,,,,68,desktop,male,completedBachelorsDegree,695e0c0f,2020-11-13 12:44 PM,db73bc053257a645f7eb77f6923f038098cc8a9f,f26df264,1952,5e99fb15,5,United States,"$10,000 to $24,999",0,1,17500,,
0.50,0,5830021,56,2020-11-13 18:50:58,zphr6g8,,1,yes | yes,yes,no | yes,yes,1,[1],{},1,1,"{""name"":""Attentional Bias"",""content"":""<div class='text' style='font-size: 16.8px;'>Some information or evidence may hold a disproportionate amount of a person's attention because of that person's environment, and emotionally stimulating events/items within it.<br><br>In studies using the dot-probe paradigm, patients who suffered from chronic ailments such as anxiety were more likely to focus on information or stimuli representing their concerns (in the case of anxiety: worried facial expressions).<br><br> A 'within-subjects' bias occurs when an individual displays greater bias toward one type of information (e.g., painful faces) when compared to different types of information (e.g., neutral faces). Alternatively, a 'between-subjects' bias, occurs when one group of participants displays greater bias than another group of participants (e.g., chronic pain patients showed greater bias towards painful expressions than did healthy control participants).</div><br>"",""source"":""http://en.wikipedia.org/wiki/Attentional_Bias"",""groupName"":""AttentionalBias""}",,,,,,32,desktop,male,completedMastersDegree,695e0c0f,2020-11-13 12:50 PM,b03e89b2ebfb7b157bade2629eb6c87e267e1656,b91d1ebb,1988,6e622674,6,United States,"$40,000 to $59,999",0,3,50000,,
0.58,0,5830038,56,2020-11-13 18:58:59,zphr6g8,,0,yes,yes,yes,yes,1,[0],{},0,1,"{""name"":""Anchoring Bias"",""content"":""<div class='text' style='font-size: 16.8px;'>A person's expectation about one thing is affected by something he/she saw, heard, or thought before. This occurs when people rely too heavily on a specific piece of information to govern their thought-process. <br><br>In one study, an audience was asked to write the last two digits of their social security number and consider whether they would pay this number of dollars for items such as wine, chocolate, and computer equipment, the value of which they did not know. They were then asked to bid for these items. The result was that the audience members with higher two-digit numbers would submit bids that were between 60 percent and 120 percent higher than those with the lower social security numbers. Put simply, the higher the (social security) number in mind, the higher the bid. The social security numbers had become their &quot;anchors&quot;.</div><br>"",""source"":""http://en.wikipedia.org/wiki/Anchoring"",""groupName"":""AnchoringBias""}",,,,,,45,desktop,female,completedBachelorsDegree,695e0c0f,2020-11-13 12:58 PM,bf37ce568d36d344b737940c0641016586514139,3d071813,1975,6f9ac7a1,5,United States,"$10,000 to $24,999",1,1,17500,,
0.87,0,5830042,56,2020-11-13 19:02:23,zphr6g8,,0,yes,yes,yes,yes,1,[0],{},0,1,"{""name"":""Anchoring Bias"",""content"":""<div class='text' style='font-size: 16.8px;'>A person's expectation about one thing is affected by something he/she saw, heard, or thought before. This occurs when people rely too heavily on a specific piece of information to govern their thought-process. <br><br>In one study, an audience was asked to write the last two digits of their social security number and consider whether they would pay this number of dollars for items such as wine, chocolate, and computer equipment, the value of which they did not know. They were then asked to bid for these items. The result was that the audience members with higher two-digit numbers would submit bids that were between 60 percent and 120 percent higher than those with the lower social security numbers. Put simply, the higher the (social security) number in mind, the higher the bid. The social security numbers had become their &quot;anchors&quot;.</div><br>"",""source"":""http://en.wikipedia.org/wiki/Anchoring"",""groupName"":""AnchoringBias""}",,,,,,37,tablet,male,completedBachelorsDegree,695e0c0f,2020-11-13 12:47 PM,128e62af7111161ce0a8a8c0f0a6c08885294e30,bae33596,1983,17e787dc,5,United States,"$10,000 to $24,999",0,1,17500,,
0.72,0,5830043,56,2020-11-13 19:02:49,zphr6g8,,0,yes,yes,yes,yes,1,[1],{},1,1,"{""name"":""Attentional Bias"",""content"":""<div class='text' style='font-size: 16.8px;'>Some information or evidence may hold a disproportionate amount of a person's attention because of that person's environment, and emotionally stimulating events/items within it.<br><br>In studies using the dot-probe paradigm, patients who suffered from chronic ailments such as anxiety were more likely to focus on information or stimuli representing their concerns (in the case of anxiety: worried facial expressions).<br><br> A 'within-subjects' bias occurs when an individual displays greater bias toward one type of information (e.g., painful faces) when compared to different types of information (e.g., neutral faces). Alternatively, a 'between-subjects' bias, occurs when one group of participants displays greater bias than another group of participants (e.g., chronic pain patients showed greater bias towards painful expressions than did healthy control participants).</div><br>"",""source"":""http://en.wikipedia.org/wiki/Attentional_Bias"",""groupName"":""AttentionalBias""}",,,,,,29,desktop,male,completedOnlyHighSchoolOrTheEquivalent,695e0c0f,2020-11-13 01:02 PM,eeb8520c1a833499ed908fcf13a77b5d48dc9a5f,82891857,1991,6f0b1f4b,2,United States,"$25,000 to $39,999",0,2,32500,,
0.95,0,5830050,56,2020-11-13 19:05:23,e5pk486,,0,yes,yes,yes,yes,4,"[2,1,0]","{""mainQuestion1Response"":""none"",""mainQuestion2Response"":""9. A person *embodies* the skills and traits needed to perform the relevant actions. A person is very unlikely to perform a specific action unless they have the physical capacities, mental capabilities, and skills needed to perform that action."",""mainQuestion3Response"":""every time akso"",""mainQuestion4Response"":""6. A person *chooses* to perform the relevant actions instead of performing other actions. Even if a person remembers to perform an action, they're very unlikely to perform that action unless they choose it over the other actions or opportunities that are available to them at the same time."",""mainQuestion5Response"":""good"",""mainQuestion6Response"":""7. A person *knows* how to perform each action. A person is very unlikely to perform a specific action unless they have the information or knowledge needed to perform that action effectively.""}",0,3,"{""name"":""Anchoring Bias"",""content"":""<div class='text' style='font-size: 16.8px;'>A person's expectation about one thing is affected by something he/she saw, heard, or thought before. This occurs when people rely too heavily on a specific piece of information to govern their thought-process. <br><br>In one study, an audience was asked to write the last two digits of their social security number and consider whether they would pay this number of dollars for items such as wine, chocolate, and computer equipment, the value of which they did not know. They were then asked to bid for these items. The result was that the audience members with higher two-digit numbers would submit bids that were between 60 percent and 120 percent higher than those with the lower social security numbers. Put simply, the higher the (social security) number in mind, the higher the bid. The social security numbers had become their &quot;anchors&quot;.</div><br>"",""source"":""http://en.wikipedia.org/wiki/Anchoring"",""groupName"":""AnchoringBias""}",,good,,7. A person *knows* how to perform each action. A person is very unlikely to perform a specific action unless they have the information or knowledge needed to perform that action effectively.,2020-11-13 19:06:21,41,desktop,male,completedBachelorsDegree,695e0c0f,2020-11-13 01:04 PM,c5de89c574ba19c840c87f4b8b86ad928b6e7bbf,6d1d8214,1979,f12f8a63,5,United States,"$25,000 to $39,999",0,2,32500,none | every time akso | good,"9. A person *embodies* the skills and traits needed to perform the relevant actions. A person is very unlikely to perform a specific action unless they have the physical capacities, mental capabilities, and skills needed to perform that action. | 6. A person *chooses* to perform the relevant actions instead of performing other actions. Even if a person remembers to perform an action, they're very unlikely to perform that action unless they choose it over the other actions or opportunities that are available to them at the same time. | 7. A person *knows* how to perform each action. A person is very unlikely to perform a specific action unless they have the information or knowledge needed to perform that action effectively."
3.52,0,5830056,56,2020-11-13 19:07:23,e5pk486,,0,yes,yes,yes,yes,2,"[2,1]","{""mainQuestion1Response"":""New behavior adoption isn't affected by this bias"",""mainQuestion2Response"":""None of the above. This bias doesn't affect any of the above conditions.""}",1,2,"{""name"":""Attentional Bias"",""content"":""<div class='text' style='font-size: 16.8px;'>Some information or evidence may hold a disproportionate amount of a person's attention because of that person's environment, and emotionally stimulating events/items within it.<br><br>In studies using the dot-probe paradigm, patients who suffered from chronic ailments such as anxiety were more likely to focus on information or stimuli representing their concerns (in the case of anxiety: worried facial expressions).<br><br> A 'within-subjects' bias occurs when an individual displays greater bias toward one type of information (e.g., painful faces) when compared to different types of information (e.g., neutral faces). Alternatively, a 'between-subjects' bias, occurs when one group of participants displays greater bias than another group of participants (e.g., chronic pain patients showed greater bias towards painful expressions than did healthy control participants).</div><br>"",""source"":""http://en.wikipedia.org/wiki/Attentional_Bias"",""groupName"":""AttentionalBias""}",,New behavior adoption isn't affected by this bias,,None of the above. This bias doesn't affect any of the above conditions.,,53,desktop,female,completedBachelorsDegree,695e0c0f,2020-11-13 01:05 PM,6ece5ca2eb734d5ef6467441a2b1d11e54cb5ee0,73edfce7,1967,8dc3ae5e,5,United States,"$10,000 to $24,999",1,1,17500,New behavior adoption isn't affected by this bias,None of the above. This bias doesn't affect any of the above conditions.
0.32,0,5830057,56,2020-11-13 19:07:27,e5pk481,,1,yes,yes,no,no,,,,,,,,,,,,37,desktop,female,completedAssociateDegreeOnly,695e0c0f,2020-11-13 01:07 PM,bda03a2dde4acd4ac30e803aedbc8d2bfa262f5e,2c319319,1983,e61f67ff,4,United States,"$60,000 to $84,999",1,4,72500,,
